acte;nb_sejsea;nb_actes;dms_globale;nb_sej_0_nuit;nb_acte_ambu
MJFA0050;2818;2831;1,3;2177;2183
MJFA0060;14180;14202;0;13637;13659
MJFA0070;212;212;1,2;148;148
MJFA0080;2898;2921;0,2;2797;2820
MJFA0090;370;406;7,1;202;204
MJFA0100;8423;8440;0,1;7963;7979
MJFA0110;41;41;0;39;39
MJFA0120;3938;3948;0,1;3782;3791
MJFA0130;41;41;0,6;38;38
MJFA0140;3366;3371;0,4;2878;2879
MJFA0150;49064;49518;0;47956;48402
MJFA0160;39;39;0,4;34;34
MJFA0170;21;21;8,1;.;.
MJFA0180;26923;26984;0,1;25777;25822
MJFC0010;3889;3891;0,1;3436;3438
MJGA0010;107;107;0,6;94;94
MJJA0010;5671;5752;0,9;4490;4529
MJJA0020;1141;1153;1;867;872
MJJA0030;16651;17009;0,4;15387;15696
MJJA0040;8862;9059;0,7;7514;7626
MJMA0020;23799;24556;0,1;22725;23413
MJMA0030;500;500;1,9;182;182
MJMA0061;105;108;0,8;84;85
MJMA0062;67;69;1;49;49
MJMA0090;303;307;0,2;257;260
MJMA0100;831;848;0,3;740;749
MJMA0120;543;547;0,3;487;490
MJMA0130;282;286;0,4;238;239
MJMA0141;28;29;0,1;26;27
MJMA0142;23;24;0,5;19;20
MJMA0150;917;917;0,1;884;884
MJMA0160;1117;1124;0,2;1045;1051
MJPA0010;65;65;2,3;46;46
MJPA0020;11362;11800;0,1;11028;11446
MJPA0030;63;63;0,1;58;58
MJPA0040;43;43;1;24;24
MJPA0050;1634;1731;0,8;1537;1630
MJPA0060;58;60;1,9;31;31
MJPA0070;176;178;0,4;137;139
MJPA0080;1335;1337;0,4;893;895
MJPA0090;22658;22769;0,1;21973;22073
MJPA0100;2370;2399;0,4;2037;2059
MJPA0110;17138;17181;0,1;15972;16008
MJPA0120;5144;5156;0,1;4888;4897
MJPA0130;17966;18764;0;17622;18400
MJPA0140;279;317;0,4;211;239
MJPB0010;822;841;0,1;804;823
MJPC8000;18;20;0;18;20
MZEA0010;100;101;6;15;15
MZEA0020;17;17;16,3;.;.
MZEA0050;12;14;1,2;.;.
MZEA0070;12;12;33,1;.;.
MZEA0080;26;27;2,1;.;.
MZEA0100;1063;1076;3,7;287;287
MZEA0120;30;31;6,2;.;.
MZFA0010;490;513;6,4;222;239
MZFA0020;74;76;26,2;.;.
MZFA0030;64;65;24;14;14
MZFA0040;14;16;15,6;.;.
MZFA0050;88;95;28,1;.;.
MZFA0060;726;733;0,7;596;601
MZFA0070;276;287;13,1;85;86
MZFA0080;942;1232;0,9;817;1068
MZFA0100;12;12;19,9;.;.
MZFA0120;148;166;0,8;129;145
MZFA0130;3110;3191;3,3;1717;1731
MZFA0140;58;58;0,3;46;46
MZFA0150;122;123;0,3;101;102
MZGA0030;216;217;1,2;164;164
MZGA0040;201;204;1,4;118;118
MZHA0010;623;631;6,2;293;296
MZHB0010;67;69;8,7;19;19
MZHB0020;860;924;11,3;166;169
MZHH0010;265;274;10;91;94
MZHH0020;57;57;6,1;30;30
MZHH0030;145;146;7;79;80
MZHH0040;607;613;7;341;343
MZJB0010;1066;1137;5,9;591;634
MZLB0010;7941;8348;1,5;6145;6314
MZLH0010;135;138;1,6;117;119
MZLH0020;1391;1442;3,3;1019;1041
MZMA0010;178;179;2,8;72;72
MZMA0030;14;15;6,6;.;.
MZMA0040;539;542;1,1;422;423
MZMP0010;7194;7630;3,9;2776;2820
MZMP0020;281;296;4,4;57;61
MZMP0040;1650;1676;3,1;470;473
MZMP0060;8029;8310;2,7;3712;3774
MZMP0070;4851;4997;2,8;1479;1495
MZMP0110;5919;6111;2,9;1434;1450
MZMP0130;2284;2355;4,2;508;518
MZMP0150;469;494;4,6;96;96
MZPA0020;101;111;0,6;61;63
MZQH0010;124;125;7,8;28;28
MZQH0020;2475;2575;15,3;202;203
MZQJ0010;1133;1162;9,9;401;409
MZQK0010;247;253;7,2;74;75
MZQK0020;27343;28621;7,2;4489;4578
MZQK0030;20924;23300;5,5;8123;8839
MZQK0040;6204;6725;7,7;1226;1335
MZQN0010;1795;1842;10,4;596;605
MZQP0010;302;306;1,7;157;157
NACA0010;273;281;18,7;.;.
NACA0020;396;407;24,6;.;.
NACA0030;244;248;15,4;.;.
NACA0040;284;290;17;.;.
NACA0050;470;487;16,1;.;.
NACB0010;894;939;15,1;60;63
NAEP0010;271;343;21,2;.;.
NAEP0020;56;56;12,5;.;.
NAFA0010;21;21;19,7;.;.
NAFA0020;444;446;4,4;42;44
NAFA0030;36;36;18,8;.;.
NAFA0040;84;84;9,5;14;14
NAFA0060;21;22;14,2;.;.
NAGA0010;228;232;4,7;108;111
NAGA0020;130;130;4,6;.;.
NAGA0030;147;151;12,2;31;31
NAHA0010;48;48;9,4;11;11
NAHA0020;186;191;13;28;28
NAHB0010;97;98;6;66;66
NAHB0020;135;135;5,1;90;90
NAPA0010;122;131;6,7;.;.
NAPA0030;25;25;8,3;.;.
NAPA0040;57;58;5,9;.;.
NAPA0050;21;21;6,7;.;.
NAPA0060;160;161;4,9;.;.
NAPA0070;40;40;8,4;.;.
NAPA0080;24;25;9,2;.;.
NAQK0070;25377;27983;7,5;2979;3011
NAQK0150;175649;190890;7,7;27328;27669
NAQK0230;41452;46867;7,7;4184;4195
NAQK0490;20818;21563;9,4;3096;3105
NAQK0710;167232;194207;8;14895;15117
NBAA0010;45;51;7,6;.;.
NBAA0030;142;149;5;.;.
NBAA0050;34;36;9,7;.;.
NBCA0010;3225;3284;5,7;329;329
NBCA0020;772;785;5,3;74;74
NBCA0030;1861;1893;13;.;.
NBCA0040;243;245;9,6;.;.
NBCA0050;6799;6903;7,4;105;113
NBCA0060;22866;23044;10;37;38
NBCA0070;5974;6048;12,7;.;.
NBCA0080;2021;2036;10,4;.;.
NBCA0090;681;684;11,1;.;.
NBCA0100;23512;23659;9,5;48;48
NBCA0110;234;239;9,8;.;.
NBCA0120;53;53;14,1;.;.
NBCA0130;361;365;8,9;16;16
NBCA0140;1903;1919;11,8;.;.
NBCA0150;351;356;11,7;.;.
NBCB0010;281;299;26,1;.;.
NBCB0020;604;609;8,3;13;13
NBCB0030;172;180;2,5;92;94
NBCB0040;4272;4386;11,4;18;18
NBCB0050;458;470;11,1;25;26
NBCB0060;380;386;9,5;15;15
NBDA0040;198;246;1,3;131;162
NBDA0130;321;378;0,7;189;216
NBEB0010;396;413;14,3;.;.
NBEP0010;8492;8868;9,3;174;174
NBEP0020;262;266;4,9;19;19
NBFA0010;846;859;2,3;503;508
NBFA0020;19;19;8,7;.;.
NBFA0030;802;805;1,3;435;435
NBFA0040;126;127;26,9;.;.
NBFA0050;17465;17487;3,9;843;844
NBFA0070;299;300;13,5;.;.
NBFA0080;91;94;16,6;.;.
NBFA0090;52;52;11,9;.;.
NBGA0010;143;144;0,9;106;106
NBGA0020;206;209;14,4;32;32
NBGA0030;13;13;6,1;.;.
NBGA0040;39;44;2,3;18;19
NBGA0050;30;31;2,9;.;.
NBGA0060;469;470;5,2;55;55
NBGA0070;3198;3266;5,6;952;988
NBGA0150;17;20;2,5;.;.
NBMA0010;129;130;8,3;24;24
NBMA0020;25317;25354;3,3;2842;2843
NBMA0030;811;833;4,4;262;267
NBMA8110;13;13;22,2;.;.
NBPA0010;11;11;7,8;.;.
NBPA0030;125;126;5,2;13;13
NBPA0040;24;24;3,2;.;.
NBPA0050;639;645;10,3;.;.
NBPA0060;14;14;6,1;.;.
NBPA0070;26;28;6,5;.;.
NBPA0090;21;21;6,1;.;.
NBPA0100;305;310;3,5;40;40
NBPA0110;252;258;6,1;.;.
NBPA0130;49;50;6;.;.
NBPA0140;361;363;8,8;.;.
NBPA0160;279;280;9,8;25;25
NBPA0170;215;215;2,9;61;61
NBPA0180;33;34;6,1;.;.
NBPA0190;484;493;4,4;225;226
NBPA0200;127;143;6,9;.;.
NBQK0010;46477;56385;10,2;5038;5259
NCCA0010;806;831;16,8;34;35
NCCA0020;1760;1783;7,6;21;21
NCCA0030;328;329;3,1;51;51
NCCA0040;2811;2860;6,8;188;188
NCCA0050;2025;2052;3,6;554;559
NCCA0060;497;500;6,5;28;28
NCCA0070;639;644;5,5;31;31
NCCA0080;797;803;4;126;126
NCCA0090;39;40;8,9;.;.
NCCA0100;892;936;20,4;.;.
NCCA0110;278;278;4,9;35;35
NCCA0120;10229;10290;2,7;3006;3014
NCCA0130;577;599;15,6;.;.
NCCA0140;428;428;6,8;56;56
NCCA0150;306;311;3,1;44;45
NCCA0160;4633;4668;3,4;702;704
NCCA0170;16559;16728;3,8;2229;2237
NCCA0180;5639;5723;7,1;196;196
NCCA0190;275;280;4,8;.;.
NCCB0010;522;532;9,9;44;44
NCCB0020;466;477;8,2;26;26
NCCB0030;29;29;10;.;.
NCCB0040;1033;1043;5;74;74
NCCB0050;945;957;4,9;126;127
NCCB0060;6784;6894;6,4;43;43
NCCB0070;165;167;11,5;.;.
NCCC0010;313;314;1,7;113;114
NCEA0010;91;92;8,9;.;.
NCEP0010;258;268;8,5;14;14
NCEP0020;1796;1827;4,6;257;259
NCFA0010;18;18;14,6;.;.
NCFA0020;261;266;1,2;186;186
NCFA0030;200;202;0,7;141;142
NCFA0040;23;23;3,3;.;.
NCFA0050;525;531;1,7;384;388
NCFA0060;1065;1080;1,4;762;772
NCFA0080;89;89;12,6;.;.
NCFA0090;64;66;7;12;12
NCGA0010;517;522;5,9;233;235
NCGA0020;663;669;2,9;275;275
NCMA0010;103;106;13,3;.;.
NCMA0020;365;365;7;74;74
NCPA0010;1713;1718;2;478;479
NCPA0020;1843;1852;1,6;611;611
NCPA0030;305;305;2,8;39;39
NCPA0050;89;90;1,3;29;29
NCPA0060;95;95;2,2;19;19
NCPA0070;487;492;3,3;122;122
NCPA0080;1213;1224;5,7;213;213
NCPA0090;392;411;2;127;127
NCPA0100;230;233;6,7;72;73
NCPA0110;12;12;14;.;.
NCPA0130;79;80;3;23;23
NCPA0140;1553;1567;2,7;222;222
NCPA0150;1022;1023;2,7;133;133
NCPA0160;197;207;5,6;19;19
NCQK0010;46028;58585;7,8;8105;8678
NDAA0010;23;24;1,1;13;14
NDAA0020;20;23;2,2;.;.
NDCA0010;105;110;7,1;20;20
NDCA0020;1577;1587;1,6;907;909
NDCA0030;431;436;5,1;128;128
NDCA0040;673;703;8;88;88
NDCA0050;426;437;7,4;73;73
NDCA0060;494;499;5,9;133;133
NDCB0010;197;199;7,7;29;29
NDCB0020;237;239;6,3;43;43
NDCB0030;597;605;1,8;345;346
NDCB0040;532;566;9;59;61
NDDA0010;201;201;1,9;107;107
NDDC0010;41;41;0,3;32;32
NDEP0010;941;965;2,6;346;353
NDFA0010;23;26;7;.;.
NDFA0020;4966;5099;1;4204;4321
NDFA0040;792;807;0,5;528;533
NDFA0050;656;678;0,4;623;645
NDFA0060;267;274;6,9;151;155
NDFA0070;90;91;5,6;66;67
NDFA0090;39;40;1,7;22;22
NDFA0100;761;775;1,3;503;513
NDGA0010;1765;1820;2,4;1391;1440
NDGA0020;626;637;1,4;461;467
NDGA0030;4333;4448;0,5;3900;4007
NDMA0010;3185;3238;0,2;2822;2863
NDPA0010;836;848;0,6;674;682
NDPA0020;2844;2939;0,3;2305;2369
NDPA0030;4207;4241;1;2824;2831
NDPA0040;4427;4982;0,3;3739;4165
NDPA0050;49;49;1,4;28;28
NDPA0060;422;426;1,4;253;256
NDPA0070;35;38;1,8;19;21
NDPA0080;2851;2927;0,2;2377;2428
NDPA0090;1176;1216;0,2;1005;1033
NDPA0100;3256;3258;0,3;2701;2703
NDPA0110;32786;33731;0,2;29100;29859
NDPA0120;80;83;1,9;37;37
NDPA0130;12498;12665;0,2;10637;10767
NDPA0140;4882;5948;0,2;4323;5272
NDQK0010;102308;111916;6,1;46585;48131
NDQK0020;28178;28642;5,1;14381;14536
NDQK0030;3518;3653;5,7;1496;1543
NDQK0040;1717;1915;2,3;1219;1353
NEDA0030;63;65;10,3;.;.
NEDB4540;1014;1036;5,6;52;52
NEEA0010;48;49;11,1;.;.
NEEA0020;274;278;11,6;.;.
NEEA0030;13;13;13,5;.;.
NEEA0040;96;97;7,2;.;.
NEEP0010;85;189;13,5;.;.
NEEP0020;7501;7968;5,6;672;685
NEEP0030;103;149;14,8;17;18
NEEP0040;130;131;6,8;.;.
NEEP0050;120;127;12;.;.
NEEP0060;75;77;4,4;36;36
NEEP0070;555;584;12,3;15;15
NEFA0010;81;81;18,4;.;.
NEFA0020;16;16;16,4;.;.
NEFA0030;109;112;7,8;.;.
NEFA0040;16206;16291;5,6;1054;1055
NEFC0010;1396;1396;0,6;971;971
NEGA0010;110;110;20,9;.;.
NEGA0020;489;500;27,5;.;.
NEGA0030;33;33;31,1;.;.
NEGA0040;151;153;14,5;.;.
NEGA0050;119;119;22,1;.;.
NEHA0010;185;185;9,1;72;72
NEHA0020;653;655;9,6;22;22
NEJA0010;3004;3123;17,6;36;36
NEJA0020;1016;1057;12,8;45;46
NEJA0030;26;28;13,8;.;.
NEJA0040;1648;1709;18,4;31;31
NEJB0010;579;586;3,9;346;348
NEJC0010;117;118;3,2;46;46
NEKA0010;700;702;8,2;.;.
NEKA0020;1165;1168;10;.;.
NEKA0030;2245;2267;12,4;.;.
NEKA0040;2212;2244;13,6;25;25
NEKA0050;2845;2864;10,9;.;.
NEKA0060;3557;3577;10,6;.;.
NEKA0070;939;943;7;.;.
NEKA0080;1265;1272;11,3;.;.
NEKA0090;2088;2112;9,6;13;13
NEKA0100;986;986;5,6;123;123
NEKA0110;22713;22854;10;19;19
NEKA0120;21593;21648;3,8;1006;1007
NEKA0130;57;58;6,1;.;.
NEKA0140;42893;43028;3,5;2982;2983
NEKA0150;1751;1760;6,6;52;52
NEKA0160;44;44;13,3;.;.
NEKA0170;1561;1567;4,4;87;87
NEKA0180;3472;3499;10,8;.;.
NEKA0190;107;107;4,6;.;.
NEKA0200;75626;75966;4,6;2945;2948
NEKA0210;67;68;6,4;.;.
NEKA0220;283;286;14,5;.;.
NELA0010;163;163;14,3;.;.
NELA0020;126;126;18,4;.;.
NELA0030;134;135;13,9;.;.
NEMA0110;159;159;15;.;.
NEMA0170;14;14;1,6;.;.
NEMA0180;46;46;10,3;.;.
NEMA0200;788;797;0,6;575;575
NEMA0210;738;741;1,1;383;383
NEPA0010;8190;8220;4,5;313;313
NEQC0010;61;62;2,1;31;32
NEQH0010;40;41;12,4;11;12
NEQH0020;447;457;5,6;225;229
NEQK0100;151025;176128;7,5;9437;9880
NEQK0120;3787;4170;7,8;353;417
NEQK0350;11216;12254;6,4;2042;2117
NEQM0010;1955;2000;14;26;26
NEQP0010;97;99;8,5;41;41
NEQP0020;415;433;3,1;215;225
NFCA0010;96;96;3,9;20;20
NFCA0020;9608;9625;0,6;7813;7819
NFCA0030;117;117;5,1;38;38
NFCA0040;119;119;2,8;31;31
NFCA0050;55;55;4;21;21
NFCA0060;29;29;3,6;.;.
NFCA1320;137;138;0,7;77;78
NFCC0010;34;34;2;17;17
NFCC0020;330;330;1,3;198;198
NFCC4080;195;195;0,4;160;160
NFDA0020;111;114;22,9;.;.
NFDA0030;18;18;3;.;.
NFDA0090;281;282;1,1;135;135
NFDC0010;379;383;0,4;309;312
NFEA0010;48;48;4,7;15;15
NFEA0020;1078;1081;3,6;301;302
NFEC0010;1205;1206;0,3;985;986
NFEC0020;12913;12933;0,2;11293;11306
NFEP0010;265;270;2,7;118;122
NFEP0020;487;509;8,5;40;41
NFFA0010;123;123;1;93;93
NFFA0020;1643;1654;7,4;130;130
NFFA0030;173;173;0,7;129;129
NFFA0040;11762;11812;5,7;1165;1167
NFFA0050;176;177;6,6;58;58
NFFA0060;129;129;4,8;28;28
NFFC0010;1825;1833;0,8;1570;1575
NFFC0020;16991;17039;0,7;14730;14747
NFFC0030;21200;21221;0,1;20094;20113
NFFC0040;59244;59364;0,1;56350;56456
NFGA0010;107;112;26,2;.;.
NFGA0020;597;605;18,8;11;11
NFJA0010;3581;3711;13,5;380;381
NFJA0020;2565;2610;10;382;387
NFJC0010;5406;5467;3,2;3716;3724
NFJC0020;1294;1311;3,8;817;818
NFKA0010;2163;2169;8,8;11;11
NFKA0020;3734;3744;8,2;14;14
NFKA0030;229;229;5,1;14;14
NFKA0040;2304;2329;10,8;75;76
NFKA0050;1538;1540;4,6;36;36
NFKA0060;14683;14864;2,6;2062;2067
NFKA0070;61599;61808;4,1;2217;2219
NFKA0080;57464;57610;4,3;1159;1159
NFKA0090;533;534;8,6;.;.
NFLA0010;231;234;12,9;.;.
NFLA0020;146;147;14,7;.;.
NFMA0020;8138;8152;0,4;6440;6447
NFMA0040;373;374;1,7;112;112
NFMA0050;4864;4874;2,4;1840;1841
NFMA0060;200;202;12,3;.;.
NFMA0100;17;17;8,8;.;.
NFMA0110;31;31;5,8;.;.
NFMA0130;30;30;23,5;.;.
NFMC0010;1052;1055;1,1;694;694
NFMC0020;453;455;1,7;242;242
NFMC0030;58884;58967;0,3;48214;48256
NFMC0050;52;52;3,1;21;21
NFMP0010;1247;1491;7,3;166;167
NFMP0020;3012;4087;15,2;363;371
NFPA0010;4378;4388;3,9;830;832
NFPA0020;4723;4727;3,2;978;979
NFPA0030;2180;2190;4,2;434;435
NFPA0040;133;133;1,5;61;61
NFPC0010;1169;1170;0,4;963;964
NFPC0020;6062;6072;0,4;5133;5140
NFQC0010;1383;1386;0,7;1122;1124
NFQH0010;219;228;3,7;155;156
NFQK0010;255456;288354;5,5;51460;52526
NFQK0020;21740;22373;9,4;4839;4923
NFQK0030;58866;68372;4,6;15746;17979
NFQK0040;9672;10936;4,2;3434;3723
NFQP0010;1334;1349;1,4;1019;1033
NFQP0020;36;36;4,8;.;.
NFRP0010;4458;4479;1,5;2342;2355
NGCA0010;10947;10977;0,8;7657;7664
NGDA0010;527;533;7,3;26;26
NGDA0020;1103;1106;3,6;145;145
NGDA0030;69;70;8,7;.;.
NGDA0040;397;427;3,9;198;215
NGDC0010;414;414;1,7;128;128
NGEA0010;668;674;5,3;71;71
NGEP0010;1961;2027;4,4;222;222
NGFA0020;4011;4038;0,1;3847;3872
NGGA0010;43;43;7,3;.;.
NGGA0020;41;41;4,5;.;.
NGJA0010;1733;1756;5,6;566;566
NGJA0020;859;871;8,7;198;199
NGJC0010;1320;1330;1,3;1027;1029
NGJC0020;44;45;5,7;18;18
NGKA0010;733;734;2,8;88;88
NGMA0010;73;77;7,4;.;.
NGMP0010;1558;1841;9,8;484;492
NGMP0020;5251;6307;7,6;958;982
NGPA0010;331;331;1,1;199;199
NGPA0020;3403;3408;0,8;2414;2418
NGPA0030;279;286;1,3;146;149
NGPC0010;5135;5141;0,2;4559;4561
NGQC0010;335;338;1,4;215;215
NGQH0010;71;72;3,6;35;35
NGQK0010;96011;131098;5,8;26434;28404
NGQK0020;9937;11060;5,4;3349;3704
NGQP0010;184;191;1,1;129;135
NGRP0010;368;372;0,9;306;309
NHDA0010;844;851;0,8;527;531
NHDA0020;686;701;0,8;508;521
NHDA0030;576;589;2,5;94;94
NHDA0040;6541;6594;0,5;5062;5092
NHDA0050;769;770;2;316;316
NHDA0060;660;676;2,1;250;256
NHDA0070;327;333;1,4;188;191
NHDA0080;197;202;2,7;61;63
NHDA0090;369;383;2,8;90;95
NHDA0100;119;121;3,3;11;11
NHDA0110;1189;1202;1,6;468;475
NHFA0010;6343;6430;0,4;5651;5733
NHKA0010;354;361;0,3;289;292
NHMA0010;182;185;2;119;121
NHMA0020;4692;5061;0,5;3814;4106
NHMA0030;220;230;4,2;123;127
NHMA0060;597;604;0,8;532;537
NHMA0070;234;245;0,5;202;212
NHMA0080;174;177;1;104;106
NHPA0010;2100;2169;0,3;1699;1740
NHPA0020;1508;1537;0,1;1381;1410
NHPA0030;412;430;0,2;364;382
NHPA0040;71;72;0,6;50;51
NHPA0050;43;47;1,3;27;31
NHPA0060;1571;1652;0,1;1442;1517
NHQH0010;24;24;6,2;14;14
NHRP0010;97;120;1,5;58;74
NHRP0020;184;189;0,5;163;168
NHRP0030;681;945;1,8;374;486
NJAA0010;395;417;1,9;149;160
NJAA0020;586;613;1,6;336;346
NJAA0030;419;463;1,6;178;188
NJAA0040;413;415;3,2;135;135
NJAB0010;1030;1208;1,9;426;488
NJBA0010;38;42;2,8;.;.
NJBA0020;29;30;3,2;.;.
NJCA0010;4706;4739;0,7;2994;3003
NJEA0010;29;29;9;.;.
NJEA0020;2450;2498;3,1;560;561
NJEA0030;4286;4297;0,5;2950;2952
NJEA0050;1522;1617;0,1;1378;1467
NJEA0060;1391;1420;1,1;717;724
NJEA0070;2077;2110;3,7;490;491
NJEA0080;40;40;0,5;26;26
NJEA0090;410;415;1,6;159;159
NJEA0100;907;911;0,2;811;815
NJEA0110;1555;1558;0,4;1204;1206
NJEA0120;17;17;5,9;.;.
NJFA0010;1368;1371;3,9;122;122
NJFA0020;862;887;2,2;695;713
NJFA0030;19;20;0,7;13;14
NJFA0040;16;17;1,5;.;.
NJFA0050;2600;2616;0,8;2066;2071
NJFA0060;59;59;1,4;25;25
NJFA0080;1617;1629;1,9;971;978
NJFA0090;412;414;2,9;85;86
NJMA0010;62;62;5,1;.;.
NJMA0020;851;856;2,7;294;294
NJMA0030;1541;1549;0,5;1088;1093
NJMA0040;737;737;0,2;630;630
NJMA0050;18;18;16,2;.;.
NJMA0060;19;19;9,6;.;.
NJMA0070;23;26;7,5;.;.
NJMB0010;1845;1862;0,7;1153;1162
NJPA0010;15;15;4,5;.;.
NJPA0020;1838;1844;0,4;1396;1399
NJPA0030;256;263;2,7;108;108
NJPA0040;11;14;10,2;.;.
NJPA0050;19;20;2,7;.;.
NJPA0060;43;43;0,9;22;22
NJPA0070;1091;1120;0,8;948;970
NJPA0080;27;27;4,7;.;.
NJPA0090;629;642;1,3;346;346
NJPA0100;13;13;1,2;.;.
NJPA0110;21;21;1,3;12;12
NJPA0130;116;117;4,3;14;14
NJPA0140;953;1096;1,7;621;726
NJPA0150;652;666;1;554;558
NJPA0160;267;267;0,7;200;200
NJPA0180;12631;12675;0,5;9946;9974
NJPA0190;496;526;1,9;202;203
NJPA0200;11;11;5,7;.;.
NJPA0220;90;90;3,5;11;11
NJPA0230;61;61;3;12;12
NJPA0240;76;76;2,7;28;28
NJPA0250;2430;2546;0,5;1964;2058
NJPA0270;238;244;2,9;42;42
NJPA0290;19415;19750;0,2;16857;17132
NJPA0300;316;321;2,9;39;41
NJPA0320;1411;1426;0,4;1145;1159
NJPA0340;2246;2257;4,2;226;232
NJPA0350;876;889;3,2;155;157
NJPB0010;52;59;7,3;11;11
NKQP0010;3421;3454;0,1;3314;3336
NKQP0020;165;165;0;163;163
NKQP0030;741;794;0,7;617;642
NZEB0010;113;121;24,7;.;.
NZEP0010;108;171;15,2;.;.
NZEP0020;154;165;4,8;.;.
NZFA0010;36;36;29,5;.;.
NZFA0020;3953;4112;27,9;14;15
NZFA0030;56;57;29,1;.;.
NZFA0040;2651;2731;17,4;131;133
NZFA0050;4606;4881;22;91;94
NZFA0070;3606;3714;25,5;19;19
NZFA0090;97;99;29,4;.;.
NZFA0100;11366;11758;12;1175;1193
NZFA0110;209;244;0,4;173;202
NZFA0120;97;109;1,7;75;80
NZFA0130;210;213;21,5;.;.
NZHA0010;8793;9177;11,7;1977;2012
NZHB0010;1054;1100;10,1;369;387
NZHB0020;6432;6866;9,2;1641;1671
NZHH0010;240;248;12,6;65;67
NZHH0020;2696;2725;7;1530;1538
NZHH0030;967;986;7,8;453;461
NZHH0040;1814;1895;11,2;563;576
NZJB0010;4425;4768;6,4;2191;2283
NZLB0010;40353;41488;2,2;22160;22734
NZLH0010;223;229;3,4;118;121
NZLH0020;2377;2505;2,2;1807;1884
NZMA0010;4829;5002;0,1;4492;4597
NZMA0020;19;21;0,7;11;12
NZMP0030;12853;14025;4,6;2396;2488
NZMP0060;1863;1920;5,5;206;207
NZMP0070;2192;2328;6,5;285;290
NZMP0080;240;246;6,3;15;15
NZMP0120;653;690;5,8;66;67
NZMP0140;3366;3473;5,2;450;458
NZQH0010;14604;15393;18,1;866;871
NZQH0020;254;254;7,6;99;99
NZQH0050;1336;1353;3,3;523;523
NZQJ0010;4516;4646;13,8;905;911
NZQK0010;19169;19795;2,8;9359;9393
NZQK0020;84668;88476;10,8;8335;8514
NZQK0030;1570;1584;2,4;886;890
NZQK0040;172;172;7,9;98;98
NZQK0050;22200;24581;7,9;4534;4869
NZQK0060;12183;14244;7;3665;4654
NZQN0010;9460;9692;8,7;3071;3112
PACA0010;163;164;1,6;102;103
PACB0010;372;390;2;232;244
PACC0010;1676;1679;0,2;1513;1515
PADA0010;207;246;0,8;116;140
PADA0030;82;84;0,4;66;68
PADB0010;169;179;1;123;130
PADB0020;112;120;0,8;81;87
PAFA0010;18;18;7,2;.;.
PAFA0020;35;36;4,1;.;.
PAFA0030;85;85;10,8;14;14
PAFA0040;40;41;11,9;.;.
PAFA0050;20;20;2,1;.;.
PAFA0060;25;25;7;.;.
PAFA0080;41;42;9,6;.;.
PAFA0090;51;51;9,7;.;.
PAFA0100;4061;4285;5,6;650;670
PAFH0010;217;217;1,1;135;135
PAGA0020;78;78;4,3;33;33
PAGA0030;52;53;1,2;24;25
PAGA0050;352;366;1,9;254;265
PAGA0060;51;51;2,5;29;29
PAGA0070;19;20;1;.;.
PAGA0080;1242;1250;1,2;915;921
PAGA0090;8907;8949;1,1;6962;6991
PAGA0100;6299;6356;2,2;4215;4255
PAGA0110;86561;87283;1,1;70889;71405
PAGB0010;2969;3075;0,8;2736;2834
PAGB0020;910;935;0,9;797;817
PAGB0030;1833;1875;8,9;942;952
PAGB0040;626;682;2,2;535;579
PAGH0010;566;587;0,9;510;529
PAKB0010;49;50;24,7;.;.
PALB9000;85;87;0,5;65;65
PAMH0010;1812;1907;6,1;518;552
PAMP0010;157;164;19,1;30;30
PANH0010;525;538;2,4;208;212
PANL0010;590;593;0,5;561;561
PAPA0010;1070;1079;0,1;1009;1014
PAPA0030;1619;1638;0,2;1420;1430
PAQK0010;12;12;3,9;.;.
PAQK0020;5329;5362;1,6;4748;4778
PAQK0030;2285;2317;7,3;656;666
PAQK0040;1229;1253;2,4;504;507
PAQK0050;2033;2045;1,4;1778;1787
PAQK0070;45221;46694;3,4;31711;32564
PAQK0080;527;527;4,8;452;452
PAQK9000;6519;6549;1;5505;5533
PAQL0020;5799;5931;12;758;762
PAQL0030;5404;5441;14,3;739;744
PAQL0050;214;218;5,5;13;15
PAQL0060;68;68;18,6;.;.
PAQL0070;23;23;11,3;.;.
PAQL0080;200;202;7,4;40;42
PAQL0090;12;12;11,4;.;.
PAQL0100;15;16;9,6;.;.
PAQX0040;4953;5079;7;1187;1195
PBJH0010;48;50;1,8;35;36
PBLB0010;2002;2020;2,6;1067;1074
PBLB0020;281;306;0,5;255;273
PBLL0010;106;128;1,2;69;82
PBQM0010;7480;7778;4,6;3826;3935
PBQM0020;9088;9784;10;2538;2695
PBQM0030;12645;13176;9,1;4537;4589
PBQM0040;7131;7532;4,2;4134;4185
PCCA0010;6244;6313;0,8;4950;4994
PCCA0020;4609;4861;1,2;2898;3061
PCDA0010;4506;4512;0,4;3758;3763
PCEA0010;28;28;5;.;.
PCEA0020;3852;3869;4,4;566;572
PCEA0030;157;157;2,1;51;51
PCEA0040;20;21;9,6;.;.
PCHB0010;1151;1161;4;807;808
PCLB0010;3894;3914;0,6;3194;3207
PCLB0020;20901;21242;0,5;19677;19987
PCLB0030;18036;18211;0,6;17700;17861
PCMA0010;877;892;1;706;712
PCPA0010;363;404;2,2;246;284
PCPA0020;296;309;6,5;132;137
PCPA0030;40081;40403;1;30776;30998
PCPA0040;3237;3791;6,8;1839;2053
PCPA0050;1214;1260;2,2;618;627
